complex	gene_name
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SMARCB1
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SMARCC2
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	HDAC2
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SMARCC1
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SMARCE1
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SMARCD1
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	SIN3A
CDC42-Par6c-Par3-Prkcz complex	PARD3
CDC42-Par6c-Par3-Prkcz complex	PRKCZ
CDC42-Par6c-Par3-Prkcz complex	PARD6A
CDC42-Par6c-Par3-Prkcz complex	CDC42
SNARE complex (STX4, SNAP23)	SNAP23
SNARE complex (STX4, SNAP23)	STX4
BRM-SIN3A-HDAC complex	ARID1A
BRM-SIN3A-HDAC complex	PRMT5
BRM-SIN3A-HDAC complex	ACTL6A
BRM-SIN3A-HDAC complex	SMARCA2
BRM-SIN3A-HDAC complex	SMARCB1
BRM-SIN3A-HDAC complex	SMARCC2
BRM-SIN3A-HDAC complex	HDAC2
BRM-SIN3A-HDAC complex	SMARCC1
BRM-SIN3A-HDAC complex	SMARCD2
BRM-SIN3A-HDAC complex	SMARCE1
BRM-SIN3A-HDAC complex	SMARCD1
BRM-SIN3A-HDAC complex	SIN3A
eRF1-eRF3-GTP-Mg(2+) complex	GSPT1
eRF1-eRF3-GTP-Mg(2+) complex	ETF1
FCP1-associated protein complex	PRMT5
FCP1-associated protein complex	POLR2B
FCP1-associated protein complex	GTF2F1
FCP1-associated protein complex	ERH
FCP1-associated protein complex	STK38
FCP1-associated protein complex	WDR77
FCP1-associated protein complex	CTDP1
Upf complex (UPF1, UPF2, UPF3a)	UPF1
Upf complex (UPF1, UPF2, UPF3a)	UPF3A
Upf complex (UPF1, UPF2, UPF3a)	UPF2
Upf complex (UPF1, UPF2, UPF3b)	UPF1
Upf complex (UPF1, UPF2, UPF3b)	UPF3B
Upf complex (UPF1, UPF2, UPF3b)	UPF2
Postsplicing complex	RNPS1
Postsplicing complex	UPF1
Postsplicing complex	UPF3B
Postsplicing complex	UPF3A
Postsplicing complex	UPF2
Postsplicing complex	NXF1
Postsplicing complex	RBM8A
MRIP-MBS-RHOA complex	PPP1R12A
MRIP-MBS-RHOA complex	RHOA
MRIP-MBS-RHOA complex	MPRIP
20S methylosome-SmD complex	PRMT5
20S methylosome-SmD complex	CLNS1A
20S methylosome-SmD complex	SNRPD1
20S methylosome-SmD complex	SNRPD3
SNARE complex (STX6, SNAP23)	SNAP23
SNARE complex (STX6, SNAP23)	STX6
Pard3-Cdh5-Ctnna1-Ctnnb1 complex	Ctnna1
Pard3-Cdh5-Ctnna1-Ctnnb1 complex	Cdh5
Pard3-Cdh5-Ctnna1-Ctnnb1 complex	Pard3
Pard3-Cdh5-Ctnna1-Ctnnb1 complex	Ctnnb1
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	PARN
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	EXOSC10
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	EXOSC2
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	DCP2
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	XRN1
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	UPF1
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	UPF3B
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	XRN2
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	UPF2
mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	EXOSC4
JBP1-pICln complex	PRMT5
JBP1-pICln complex	SNRPB
JBP1-pICln complex	CLNS1A
TRPC1-STIM1-ORAI1 complex	TRPC1
TRPC1-STIM1-ORAI1 complex	ORAI1
TRPC1-STIM1-ORAI1 complex	CTNND2
PAR-6-VE-cadherin complex, endothelial	CDH5
PAR-6-VE-cadherin complex, endothelial	PARD6A
Trpc1-Stim1-Orai1 complex	Stim1
Trpc1-Stim1-Orai1 complex	Orai1
Trpc1-Stim1-Orai1 complex	Trpc1
PAR-6-PAR-3-VE-cadherin complex, endothelial	CDH5
PAR-6-PAR-3-VE-cadherin complex, endothelial	PARD3
PAR-6-PAR-3-VE-cadherin complex, endothelial	PARD6A
Anti-Sm protein complex	PRMT5
Anti-Sm protein complex	GEMIN2
Anti-Sm protein complex	SNRPB
Anti-Sm protein complex	CLNS1A
Anti-Sm protein complex	GEMIN4
Anti-Sm protein complex	SMN1
Anti-Sm protein complex	 SMN2
Anti-Sm protein complex	DDX20
6S methyltransferase complex	CLNS1A
6S methyltransferase complex	SNRPD1
6S methyltransferase complex	SNRPD3
20S methylosome and RG-containing Sm protein complex	PRMT5
20S methylosome and RG-containing Sm protein complex	SNRPB
20S methylosome and RG-containing Sm protein complex	CLNS1A
20S methylosome and RG-containing Sm protein complex	SNRPD1
20S methylosome and RG-containing Sm protein complex	SNRPD2
20S methylosome and RG-containing Sm protein complex	SNRPD3
6S methyltransferase and RG-containing Sm proteins complex	SNRPB
6S methyltransferase and RG-containing Sm proteins complex	CLNS1A
6S methyltransferase and RG-containing Sm proteins complex	SNRPE
6S methyltransferase and RG-containing Sm proteins complex	SNRPF
6S methyltransferase and RG-containing Sm proteins complex	SNRPG
6S methyltransferase and RG-containing Sm proteins complex	SNRPD1
6S methyltransferase and RG-containing Sm proteins complex	SNRPD2
6S methyltransferase and RG-containing Sm proteins complex	SNRPD3
20S methyltransferase core complex	PRMT5
20S methyltransferase core complex	CLNS1A
p27-Cdk2-Fgf2 complex	CDK2
p27-Cdk2-Fgf2 complex	FGF2
p27-Cdk2-Fgf2 complex	CDKN1B
LIN9-BMYB complex	MYBL2
LIN9-BMYB complex	LIN9
Disc1-Grb2-Kif5a complex	Grb2
Disc1-Grb2-Kif5a complex	Kif5a
Disc1-Grb2-Kif5a complex	Disc1
SNARE complex (Stx3, Snap25, Vamp2, Cplx1)	Snap25
SNARE complex (Stx3, Snap25, Vamp2, Cplx1)	Cplx1
SNARE complex (Stx3, Snap25, Vamp2, Cplx1)	Vamp2
SNARE complex (Stx3, Snap25, Vamp2, Cplx1)	Stx3
PCI-PSA-SCG2 complex	SERPINA5
PCI-PSA-SCG2 complex	KLK3
PCI-PSA-SCG2 complex	SCG2
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CAPZB
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CAPZA1
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	AMOT
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	ARHGAP17
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	MPP5
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	PATJ
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	SH3KBP1
RICH1/AMOT polarity complex, Flag-Rich1 precipitated	CD2AP
RICH1-PAR3-aPKC polarity complex	PRKCI
RICH1-PAR3-aPKC polarity complex	ARHGAP17
RICH1-PAR3-aPKC polarity complex	PARD3
RICH1/AMOT polarity complex, Flag-Amot precipitated	MPDZ
RICH1/AMOT polarity complex, Flag-Amot precipitated	AMOT
RICH1/AMOT polarity complex, Flag-Amot precipitated	MPP7
RICH1/AMOT polarity complex, Flag-Amot precipitated	ARHGAP17
RICH1/AMOT polarity complex, Flag-Amot precipitated	AMOTL1
RICH1/AMOT polarity complex, Flag-Amot precipitated	MPP5
RICH1/AMOT polarity complex, Flag-Amot precipitated	PATJ
RICH1/AMOT polarity complex, Flag-Amot precipitated	AMOTL2
SNARE complex (Stx1a, Snap25, Vamp8)	Stx1a
SNARE complex (Stx1a, Snap25, Vamp8)	Snap25
SNARE complex (Stx1a, Snap25, Vamp8)	Vamp8
SNARE complex (Stx2, Snap25, Vamp8)	Stx2
SNARE complex (Stx2, Snap25, Vamp8)	Snap25
SNARE complex (Stx2, Snap25, Vamp8)	Vamp8
SNARE complex (Stx3, Snap25, Vamp8)	Snap25
SNARE complex (Stx3, Snap25, Vamp8)	Stx3
SNARE complex (Stx3, Snap25, Vamp8)	Vamp8
SNARE complex (Stx4, Snap25, Vamp8)	Snap25
SNARE complex (Stx4, Snap25, Vamp8)	Stx4
SNARE complex (Stx4, Snap25, Vamp8)	Vamp8
CRB3-PALS1-PATJ cell polarity complex	MPP5
CRB3-PALS1-PATJ cell polarity complex	PATJ
CRB3-PALS1-PATJ cell polarity complex	Crb3
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Vamp8
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Stx7
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Vti1b
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Vamp3
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Vamp7
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Stx4
SNARE complex (Stx4, Stx6, Stx7, Vamp3, Vamp7, Vamp8, Vti1b)	Stx6
DNMT1-EHMT2-PCNA complex	PCNA
DNMT1-EHMT2-PCNA complex	DNMT1
DNMT1-EHMT2-PCNA complex	EHMT2
Par-3-p75NTR complex	Pard3
Par-3-p75NTR complex	Ngfr
DNMT1-EHMT2 complex	DNMT1
DNMT1-EHMT2 complex	EHMT2
Srf-Myocd-Msx1 complex	Srf
Srf-Myocd-Msx1 complex	Myocd
Srf-Myocd-Msx1 complex	Msx1
Srf-Myocd-Msx2 complex	Srf
Srf-Myocd-Msx2 complex	Msx2
Srf-Myocd-Msx2 complex	Myocd
TRAP-SMCC mediator complex	MED19
TRAP-SMCC mediator complex	MED22
TRAP-SMCC mediator complex	MED1
TRAP-SMCC mediator complex	MED25
TRAP-SMCC mediator complex	MED8
TRAP-SMCC mediator complex	MED18
TRAP-SMCC mediator complex	MED4
TRAP-SMCC mediator complex	MED17
TRAP-SMCC mediator complex	MED29
TRAP-SMCC mediator complex	MED11
aPKC-PAR-6-PAR-3 cell polarity complex	PARD6B
aPKC-PAR-6-PAR-3 cell polarity complex	PARD3
aPKC-PAR-6-PAR-3 cell polarity complex	PRKCI
BRAF53-BRCA2 complex	KDM1A
BRAF53-BRCA2 complex	BRCA2
BRAF53-BRCA2 complex	HDAC1
BRAF53-BRCA2 complex	HDAC2
BRAF53-BRCA2 complex	PHF21A
BRAF53-BRCA2 complex	HMG20B
BRAF53-BRCA2 complex	RCOR1
SNARE complex (STX1A, SNAP29)	SNAP29
SNARE complex (STX1A, SNAP29)	STX1A
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	STX6
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	VAMP4
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	VAMP3
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	VAMP8
SNARE complex (VAMP3, VAMP4, STX16)	STX16
SNARE complex (VAMP3, VAMP4, STX16)	VAMP4
SNARE complex (VAMP3, VAMP4, STX16)	VAMP3
SNARE complex (VAMP3, STX6, VTI1A)	STX6
SNARE complex (VAMP3, STX6, VTI1A)	VAMP3
SNARE complex (VAMP3, STX6, VTI1A)	VTI1A
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	STX16
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	STX6
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	VAMP4
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	VTI1A
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	VTI1B
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	ADRB1
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	PRKAR2A
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	AKAP5
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	PRKAR2B
SNARE complex (Vamp4, Stx6, Stx16, Vti1b)	Stx16
SNARE complex (Vamp4, Stx6, Stx16, Vti1b)	Vamp4
SNARE complex (Vamp4, Stx6, Stx16, Vti1b)	Vti1b
SNARE complex (Vamp4, Stx6, Stx16, Vti1b)	Stx6
SNARE complex (Vamp4, Stx6, Stx16, Vti1a)	Stx16
SNARE complex (Vamp4, Stx6, Stx16, Vti1a)	Vamp4
SNARE complex (Vamp4, Stx6, Stx16, Vti1a)	Stx6
SNARE complex (Vamp4, Stx6, Stx16, Vti1a)	Vti1a
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	PARD3
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	PRKCI
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	PARD6A
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	CDC42
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	RAC1
GluR1-cadherin-catenin complex	Gria1
GluR1-cadherin-catenin complex	Ctnnb1
GluR1-cadherin-catenin complex	Cdh2
Glur4-cadherin-catenin complex	Gria4
Glur4-cadherin-catenin complex	Ctnnb1
Glur4-cadherin-catenin complex	Cdh2
MTA1 complex	MBD3
MTA1 complex	RBBP4
MTA1 complex	MTA1
MTA1 complex	RBBP7
MTA1 complex	HDAC1
MTA1 complex	HDAC2
Glur2-Glur4-Plp-Itgav complex	Itgav
Glur2-Glur4-Plp-Itgav complex	Gria2
Glur2-Glur4-Plp-Itgav complex	Gria4
Glur2-Glur4-Plp-Itgav complex	Plp1
MTA2 complex	MTA2
MTA2 complex	MBD3
MTA2 complex	RBBP4
MTA2 complex	HDAC1
MTA2 complex	CHD4
MTA2 complex	RBBP7
MTA2 complex	HDAC2
MTA2 complex	SIN3A
MTA1-HDAC core complex	RBBP4
MTA1-HDAC core complex	MTA1
MTA1-HDAC core complex	RBBP7
MTA1-HDAC core complex	HDAC1
MTA1-HDAC core complex	HDAC2
PAR-3-PKCz-Tiam2 complex	Tiam2
PAR-3-PKCz-Tiam2 complex	Prkcz
PAR-3-PKCz-Tiam2 complex	Pard3
Par3-Prkcz-Tiam1 complex	Tiam1
Par3-Prkcz-Tiam1 complex	Prkcz
Par3-Prkcz-Tiam1 complex	Pard3
PAR-3-aPKC-Tiam2 complex	Tiam2
PAR-3-aPKC-Tiam2 complex	Prkci
PAR-3-aPKC-Tiam2 complex	Pard3
PAR-3-aPKC-Tiam1 complex	Tiam1
PAR-3-aPKC-Tiam1 complex	Prkci
PAR-3-aPKC-Tiam1 complex	Pard3
Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Tiam2
Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Prkci
Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Pard6a
Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Cdc42
Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Pard3
hMediator complex (MED23, CDK8, CCNC, MED7)	MED7
hMediator complex (MED23, CDK8, CCNC, MED7)	CCNC
hMediator complex (MED23, CDK8, CCNC, MED7)	CDK8
hMediator complex (MED23, CDK8, CCNC, MED7)	MED23
hMediator complex (MED23, CDK8, CCNC)	CCNC
hMediator complex (MED23, CDK8, CCNC)	CDK8
hMediator complex (MED23, CDK8, CCNC)	MED23
CDK8-CyclinC-Mediator complex	CCNC
CDK8-CyclinC-Mediator complex	CDK8
Mediator complex 1	MED14
Mediator complex 1	MED6
Mediator complex 1	CCNC
Mediator complex 1	CDK8
Mediator complex 1	MED23
Par-3-KIF3A-PKC-zeta complex	Prkcz
Par-3-KIF3A-PKC-zeta complex	Kif3a
Par-3-KIF3A-PKC-zeta complex	Pard3
Mediator complex 2	MED14
Mediator complex 2	MED6
Mediator complex 2	MED23
Kif3a-Pard3-Prkci complex	Prkci
Kif3a-Pard3-Prkci complex	Kif3a
Kif3a-Pard3-Prkci complex	Pard3
SNARE complex (Stx5, Gosr1, GS15)	Bet1l
SNARE complex (Stx5, Gosr1, GS15)	Stx5
SNARE complex (Stx5, Gosr1, GS15)	Gosr1
RET-Rai complex	RET
RET-Rai complex	SHC3
SHC3-GAB1 complex	GAB1
SHC3-GAB1 complex	SHC3
KIF3A/B-PAR-3-aPKC-PAR-6 complex	KIF3B
KIF3A/B-PAR-3-aPKC-PAR-6 complex	PRKCI
KIF3A/B-PAR-3-aPKC-PAR-6 complex	PARD3
KIF3A/B-PAR-3-aPKC-PAR-6 complex	PARD6A
KIF3A/B-PAR-3-aPKC-PAR-6 complex	KIF3A
SNARE complex (Stx5, Gosr1, Bet1, Gef2)	Gabarapl2
SNARE complex (Stx5, Gosr1, Bet1, Gef2)	Stx5
SNARE complex (Stx5, Gosr1, Bet1, Gef2)	Bet1
SNARE complex (Stx5, Gosr1, Bet1, Gef2)	Gosr1
PARD3-PARD6A-PRKCI complex	PARD3
PARD3-PARD6A-PRKCI complex	PRKCI
PARD3-PARD6A-PRKCI complex	PARD6A
ARC92-Mediator complex	MED7
ARC92-Mediator complex	MED14
ARC92-Mediator complex	MED6
ARC92-Mediator complex	MED26
ARC92-Mediator complex	CDK8
ARC92-Mediator complex	MED1
ARC92-Mediator complex	MED25
ARC92-Mediator complex	MED12
ARC92-Mediator complex	MED15
ARC92-Mediator complex	MED17
ARC92-Mediator complex	MED13
ARC92-Mediator complex	MED23
ARC92-Mediator complex	MED16
CRSP-Mediator 2 complex	MED7
CRSP-Mediator 2 complex	MED14
CRSP-Mediator 2 complex	MED24
CRSP-Mediator 2 complex	MED6
CRSP-Mediator 2 complex	MED15
CRSP-Mediator 2 complex	MED18
CRSP-Mediator 2 complex	MED4
CRSP-Mediator 2 complex	MED17
CRSP-Mediator 2 complex	MED23
CRSP-Mediator 2 complex	MED16
Par3-Apc-Kif3a complex	Apc
Par3-Apc-Kif3a complex	Kif3a
Par3-Apc-Kif3a complex	Pard3
FGFR1-KAL11 complex	FGFR1
FGFR1-KAL11 complex	ANOS1
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	MPP5
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	PATJ
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	YWHAZ
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	PARD3
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	PRKCI
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	PARD6A
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Crb3
SNARE complex (SNAP23, STX1A)	SNAP23
SNARE complex (SNAP23, STX1A)	STX1A
MPP5-PARD3-PRKCI-YWHAZ complex	MPP5
MPP5-PARD3-PRKCI-YWHAZ complex	YWHAZ
MPP5-PARD3-PRKCI-YWHAZ complex	PARD3
MPP5-PARD3-PRKCI-YWHAZ complex	PRKCI
CERF complex (CECR2-containing remodeling factor complex)	SMARCA1
CERF complex (CECR2-containing remodeling factor complex)	CECR2
PAR3-PAR6-PALS1 complex	MPP5
PAR3-PAR6-PALS1 complex	PARD3
PAR3-PAR6-PALS1 complex	PARD6A
PAR3-PATJ-PALS1 complex	MPP5
PAR3-PATJ-PALS1 complex	PATJ
PAR3-PATJ-PALS1 complex	PARD3
Remodeling and spacing factor (RSF) complex	SMARCA5
Remodeling and spacing factor (RSF) complex	RSF1
SNF2L-RSF1 complex	SMARCA1
SNF2L-RSF1 complex	RSF1
Toposome	HNRNPC
Toposome	TOP2A
Toposome	DHX9
Toposome	SSRP1
Toposome	PRPF8
Toposome	SRPK1
Toposome	DDX21
SNF2H-BAZ1A complex	SMARCA5
SNF2H-BAZ1A complex	BAZ1A
SCRIB-LGL2 complex	SCRIB
SCRIB-LGL2 complex	LLGL2
CENP-A NAC complex	CENPC
CENP-A NAC complex	CENPU
CENP-A NAC complex	CENPT
CENP-A NAC complex	CENPN
CENP-A NAC complex	CENPH
CENP-A NAC complex	CENPM
SCRIB-VANGL2 complex	SCRIB
SCRIB-VANGL2 complex	VANGL2
CEN complex	SMARCA5
CEN complex	CENPB
CEN complex	HSPA5
CEN complex	HSPA8
CEN complex	FBL
CEN complex	BMI1
CEN complex	CENPA
CEN complex	KIF23
CEN complex	CENPC
CEN complex	RING1
CEN complex	SSRP1
CEN complex	CBX3
CEN complex	CUL4A
CEN complex	WTAP
CEN complex	DDB1
CEN complex	COBLL1
CEN complex	ZC3H13
CEN complex	KIAA1429
CEN complex	PLPPR3
CEN complex	CENPU
CEN complex	CENPL
CEN complex	NUP93
CEN complex	SHCBP1
CEN complex	DHX38
CEN complex	CENPI
CEN complex	ZFP91
CEN complex	RSF1
CEN complex	RNF2
CEN complex	CENPK
CEN complex	CENPO
CEN complex	SRRT
CEN complex	WDR11
CEN complex	RACGAP1
CEN complex	CENPH
CEN complex	CBX8
CEN complex	CENPM
CEN complex	SUPT16H
SCRIB-GIT1-ARHGEF7 complex	ARHGEF7
SCRIB-GIT1-ARHGEF7 complex	SCRIB
SCRIB-GIT1-ARHGEF7 complex	GIT1
Scrib-Git1-Arhgef7 complex	Git1
Scrib-Git1-Arhgef7 complex	Scrib
Scrib-Git1-Arhgef7 complex	Arhgef7
Ppar(alpha)-Pric320 complex	Ppara
Ppar(alpha)-Pric320 complex	Chd9
SCRIB-APC complex	APC
SCRIB-APC complex	SCRIB
FACT-NEK9 complex	SSRP1
FACT-NEK9 complex	NEK9
FACT-NEK9 complex	SUPT16H
Scrib-APC-beta-catenin complex	Ctnnb1
Scrib-APC-beta-catenin complex	Apc
Scrib-APC-beta-catenin complex	Scrib
FACT complex	SSRP1
FACT complex	SUPT16H
FACT complex, UV-activated	CSNK2A2
FACT complex, UV-activated	CSNK2B
FACT complex, UV-activated	CSNK2A1
FACT complex, UV-activated	SSRP1
FACT complex, UV-activated	SUPT16H
Dysferlin-Dhpr complex	Dysf
Dysferlin-Dhpr complex	Cacna1s
AnnexinVI-Fyn-Pyk2-RasGAP complex	Anxa6
AnnexinVI-Fyn-Pyk2-RasGAP complex	Rasa1
AnnexinVI-Fyn-Pyk2-RasGAP complex	Ptk2b
AnnexinVI-Fyn-Pyk2-RasGAP complex	Fyn
Arf1-Ap1g1-Ap1b1 complex	Ap1g1
Arf1-Ap1g1-Ap1b1 complex	Ap1b1
Arf1-Ap1g1-Ap1b1 complex	Arf1
Cd44-Ots8 complex	Cd44
Cd44-Ots8 complex	Pdpn
Class C Vps complex (VPS11, VPS18, STX7)	STX7
Class C Vps complex (VPS11, VPS18, STX7)	VPS11
Class C Vps complex (VPS11, VPS18, STX7)	VPS18
Class C Vps complex (VPS11, VPS18, VPS16)	VPS16
Class C Vps complex (VPS11, VPS18, VPS16)	VPS11
Class C Vps complex (VPS11, VPS18, VPS16)	VPS18
Class C Vps complex (hVPS11, hVPS18, rVPS33a )	Vps33a
Class C Vps complex (hVPS11, hVPS18, rVPS33a )	VPS11
Class C Vps complex (hVPS11, hVPS18, rVPS33a )	VPS18
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	Vps33a
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	VPS16
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	VPS11
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	VPS18
CDC7-DBF7 complex	CDC7
CDC7-DBF7 complex	DBF4
Kif17-Lin10 complex	Kif17
SNARE complex (Stx1a, Snap25, Stxbp5)	Stx1a
SNARE complex (Stx1a, Snap25, Stxbp5)	Snap25
SNARE complex (Stx1a, Snap25, Stxbp5)	Stxbp5
Fmrp-Lgl complex	Fmr1
Fmrp-Lgl complex	Llgl1
Kif13a-AP1 complex	Ap1b1
Kif13a-AP1 complex	Ap1g1
Kif13a-AP1 complex	Ap1m1
Kif13a-AP1 complex	Kif13a
p97-Ufd1-Npl4-IP3 receptor complex	Itpr1
p97-Ufd1-Npl4-IP3 receptor complex	Vcp
p97-Ufd1-Npl4-IP3 receptor complex	Ufd1l
p97-Ufd1-Npl4-IP3 receptor complex	Nploc4
LLGL2-PAR-6B-PRKCI complex	PRKCI
LLGL2-PAR-6B-PRKCI complex	LLGL2
LLGL2-PAR-6B-PRKCI complex	PARD6B
p97-Ufd1-Npl4 complex	Vcp
p97-Ufd1-Npl4 complex	Ufd1l
p97-Ufd1-Npl4 complex	Nploc4
Ufd1-Npl4 complex	Ufd1l
Ufd1-Npl4 complex	Nploc4
LLGL1-PAR-6B-PRKCI complex	PRKCI
LLGL1-PAR-6B-PRKCI complex	LLGL1
LLGL1-PAR-6B-PRKCI complex	PARD6B
p47-Vcp complex	Nsfl1c
p47-Vcp complex	Vcp
Tamalin-mGluR1a-cytohesin complex	Grm1
Tamalin-mGluR1a-cytohesin complex	Cyth2
Tamalin-mGluR1a-cytohesin complex	Grasp
Tamalin-mGluR5 complex	Grik1
Tamalin-mGluR5 complex	Grasp
BRCA1-RAD50-MRE11-NBS1 complex	NBN
BRCA1-RAD50-MRE11-NBS1 complex	BRCA1
BRCA1-RAD50-MRE11-NBS1 complex	MRE11A
BRCA1-RAD50-MRE11-NBS1 complex	RAD50
mPar6c-Mlgl-aPKC complex	Prkci
mPar6c-Mlgl-aPKC complex	Llgl1
mPar6c-Mlgl-aPKC complex	Pard6a
Rab27a-Mlph-Myo5a complex	Mlph
Rab27a-Mlph-Myo5a complex	Myo5a
Rab27a-Mlph-Myo5a complex	Rab27a
Pallidin-Mu complex	Bloc1s5
Pallidin-Mu complex	Bloc1s6
Crb1-Mupp1-Pals1-Mpp4 complex	Mpp4
Crb1-Mupp1-Pals1-Mpp4 complex	Mpdz
Crb1-Mupp1-Pals1-Mpp4 complex	Crb1
Crb1-Mupp1-Pals1-Mpp4 complex	Mpp5
Rab11Fip2-Ap2a complex	Ap2a1
Rab11Fip2-Ap2a complex	Rab11fip2
Rab11-Fip2-Reps1 complex	Reps1
Rab11-Fip2-Reps1 complex	Rab11fip2
Sec61alpha-CollagenIV-Hsp47 complex	Col4a1
Sec61alpha-CollagenIV-Hsp47 complex	Serpinh1
Sec61alpha-CollagenIV-Hsp47 complex	Sec61a1
EED-EZH2 complex	EED
EED-EZH2 complex	RBBP4
EED-EZH2 complex	SUZ12
EED-EZH2 complex	EZH2
EED-EZH2 complex	AEBP2
Ocrl-Cdc42 complex	Cdc42
Ocrl-Cdc42 complex	Ocrl
SNARE complex (Stx2, Snap25, Vamp2)	Stx2
SNARE complex (Stx2, Snap25, Vamp2)	Snap25
SNARE complex (Stx2, Snap25, Vamp2)	Vamp2
SNARE complex (Stx3, Snap25, Vamp2)	Snap25
SNARE complex (Stx3, Snap25, Vamp2)	Vamp2
SNARE complex (Stx3, Snap25, Vamp2)	Stx3
SNARE complex (Stx4, Snap25, Vamp2)	Snap25
