complex	gene_name
RICH1/AMOT polarity complex, Flag-Amot precipitated	Amot
RICH1/AMOT polarity complex, Flag-Amot precipitated	Mpp7
RICH1/AMOT polarity complex, Flag-Amot precipitated	Arhgap17
RICH1/AMOT polarity complex, Flag-Amot precipitated	Amotl1
RICH1/AMOT polarity complex, Flag-Amot precipitated	Mpp5
RICH1/AMOT polarity complex, Flag-Amot precipitated	Patj
RICH1/AMOT polarity complex, Flag-Amot precipitated	Amotl2
CRB3-PALS1-PATJ cell polarity complex	Mpp5
CRB3-PALS1-PATJ cell polarity complex	Patj
DNMT1-EHMT2-PCNA complex	Dnmt1
DNMT1-EHMT2-PCNA complex	Ehmt2
DNMT1-EHMT2 complex	Dnmt1
DNMT1-EHMT2 complex	Ehmt2
TRAP-SMCC mediator complex	Med19
TRAP-SMCC mediator complex	Med22
TRAP-SMCC mediator complex	Med1
TRAP-SMCC mediator complex	Med25
TRAP-SMCC mediator complex	Med8
TRAP-SMCC mediator complex	Med18
TRAP-SMCC mediator complex	Med4
TRAP-SMCC mediator complex	Med17
TRAP-SMCC mediator complex	Med29
TRAP-SMCC mediator complex	Med11
aPKC-PAR-6-PAR-3 cell polarity complex	Pard6b
aPKC-PAR-6-PAR-3 cell polarity complex	Pard3
aPKC-PAR-6-PAR-3 cell polarity complex	Prkci
BRAF53-BRCA2 complex	Kdm1a
BRAF53-BRCA2 complex	Brca2
BRAF53-BRCA2 complex	Hdac1
BRAF53-BRCA2 complex	Hdac2
BRAF53-BRCA2 complex	Phf21a
BRAF53-BRCA2 complex	Hmg20b
BRAF53-BRCA2 complex	Rcor1
SNARE complex (STX1A, SNAP29)	Snap29
SNARE complex (STX1A, SNAP29)	Stx1a
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	Stx6
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	Vamp4
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	Vamp3
SNARE complex (VAMP3, VAMP4, VAMP8, STX6)	Vamp8
SNARE complex (VAMP3, VAMP4, STX16)	Stx16
SNARE complex (VAMP3, VAMP4, STX16)	Vamp4
SNARE complex (VAMP3, VAMP4, STX16)	Vamp3
SNARE complex (VAMP3, STX6, VTI1A)	Stx6
SNARE complex (VAMP3, STX6, VTI1A)	Vamp3
SNARE complex (VAMP3, STX6, VTI1A)	Vti1a
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	Stx16
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	Stx6
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	Vamp4
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	Vti1a
SNARE complex (VAMP4, STX6, STX16, VTI1a, VTI1b)	Vti1b
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Adrb1
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Prkar2a
PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Prkar2b
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Pard3
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Prkci
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Pard6a
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Cdc42
PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Rac1
MTA1 complex	Mbd3
MTA1 complex	Rbbp4
MTA1 complex	Mta1
MTA1 complex	Rbbp7
MTA1 complex	Hdac1
MTA1 complex	Hdac2
MTA2 complex	Mta2
MTA2 complex	Mbd3
MTA2 complex	Rbbp4
MTA2 complex	Hdac1
MTA2 complex	Chd4
MTA2 complex	Rbbp7
MTA2 complex	Hdac2
MTA2 complex	Sin3a
MTA1-HDAC core complex	Rbbp4
MTA1-HDAC core complex	Mta1
MTA1-HDAC core complex	Rbbp7
MTA1-HDAC core complex	Hdac1
MTA1-HDAC core complex	Hdac2
hMediator complex (MED23, CDK8, CCNC, MED7)	Med7
hMediator complex (MED23, CDK8, CCNC, MED7)	Ccnc
hMediator complex (MED23, CDK8, CCNC, MED7)	Cdk8
hMediator complex (MED23, CDK8, CCNC, MED7)	Med23
hMediator complex (MED23, CDK8, CCNC)	Ccnc
hMediator complex (MED23, CDK8, CCNC)	Cdk8
hMediator complex (MED23, CDK8, CCNC)	Med23
CDK8-CyclinC-Mediator complex	Ccnc
CDK8-CyclinC-Mediator complex	Cdk8
Mediator complex 1	Med14
Mediator complex 1	Med6
Mediator complex 1	Ccnc
Mediator complex 1	Cdk8
Mediator complex 1	Med23
Mediator complex 2	Med14
Mediator complex 2	Med6
Mediator complex 2	Med23
RET-Rai complex	Ret
RET-Rai complex	Shc3
SHC3-GAB1 complex	Gab1
SHC3-GAB1 complex	Shc3
KIF3A/B-PAR-3-aPKC-PAR-6 complex	Kif3b
KIF3A/B-PAR-3-aPKC-PAR-6 complex	Prkci
KIF3A/B-PAR-3-aPKC-PAR-6 complex	Pard3
KIF3A/B-PAR-3-aPKC-PAR-6 complex	Pard6a
KIF3A/B-PAR-3-aPKC-PAR-6 complex	Kif3a
PARD3-PARD6A-PRKCI complex	Pard3
PARD3-PARD6A-PRKCI complex	Prkci
PARD3-PARD6A-PRKCI complex	Pard6a
ARC92-Mediator complex	Med7
ARC92-Mediator complex	Med14
ARC92-Mediator complex	Med6
ARC92-Mediator complex	Med26
ARC92-Mediator complex	Cdk8
ARC92-Mediator complex	Med1
ARC92-Mediator complex	Med25
ARC92-Mediator complex	Med12
ARC92-Mediator complex	Med15
ARC92-Mediator complex	Med17
ARC92-Mediator complex	Med13
ARC92-Mediator complex	Med23
ARC92-Mediator complex	Med16
CRSP-Mediator 2 complex	Med7
CRSP-Mediator 2 complex	Med14
CRSP-Mediator 2 complex	Med24
CRSP-Mediator 2 complex	Med6
CRSP-Mediator 2 complex	Med15
CRSP-Mediator 2 complex	Med18
CRSP-Mediator 2 complex	Med4
CRSP-Mediator 2 complex	Med17
CRSP-Mediator 2 complex	Med23
CRSP-Mediator 2 complex	Med16
FGFR1-KAL11 complex	Fgfr1
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Mpp5
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Patj
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Ywhaz
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Pard3
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Prkci
PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Pard6a
SNARE complex (SNAP23, STX1A)	Snap23
SNARE complex (SNAP23, STX1A)	Stx1a
MPP5-PARD3-PRKCI-YWHAZ complex	Mpp5
MPP5-PARD3-PRKCI-YWHAZ complex	Ywhaz
MPP5-PARD3-PRKCI-YWHAZ complex	Pard3
MPP5-PARD3-PRKCI-YWHAZ complex	Prkci
CERF complex (CECR2-containing remodeling factor complex)	Smarca1
CERF complex (CECR2-containing remodeling factor complex)	Cecr2
PAR3-PAR6-PALS1 complex	Mpp5
PAR3-PAR6-PALS1 complex	Pard3
PAR3-PAR6-PALS1 complex	Pard6a
PAR3-PATJ-PALS1 complex	Mpp5
PAR3-PATJ-PALS1 complex	Patj
PAR3-PATJ-PALS1 complex	Pard3
Remodeling and spacing factor (RSF) complex	Smarca5
SNF2L-RSF1 complex	Smarca1
Toposome	Hnrnpc
Toposome	Top2a
Toposome	Dhx9
Toposome	Ssrp1
Toposome	Prpf8
Toposome	Srpk1
Toposome	Ddx21
SNF2H-BAZ1A complex	Smarca5
SNF2H-BAZ1A complex	Baz1a
SCRIB-LGL2 complex	Scrib
SCRIB-LGL2 complex	Llgl2
CENP-A NAC complex	Cenpc
CENP-A NAC complex	Cenpu
CENP-A NAC complex	Cenpt
CENP-A NAC complex	Cenpn
CENP-A NAC complex	Cenph
CENP-A NAC complex	Cenpm
SCRIB-VANGL2 complex	Scrib
SCRIB-VANGL2 complex	Vangl2
CEN complex	Smarca5
CEN complex	Cenpb
CEN complex	Hspa5
CEN complex	Hspa8
CEN complex	Bmi1
CEN complex	Cenpa
CEN complex	Kif23
CEN complex	Cenpc
CEN complex	Ring1
CEN complex	Ssrp1
CEN complex	Cbx3
CEN complex	Cul4a
CEN complex	Wtap
CEN complex	Ddb1
CEN complex	Cobll1
CEN complex	Zc3h13
CEN complex	Plppr3
CEN complex	Cenpu
CEN complex	Cenpl
CEN complex	Nup93
CEN complex	Shcbp1
CEN complex	Dhx38
CEN complex	Cenpi
CEN complex	Zfp91
CEN complex	Rnf2
CEN complex	Cenpk
CEN complex	Cenpo
CEN complex	Srrt
CEN complex	Wdr11
CEN complex	Racgap1
CEN complex	Cenph
CEN complex	Cbx8
CEN complex	Cenpm
CEN complex	Supt16h
SCRIB-GIT1-ARHGEF7 complex	Arhgef7
SCRIB-GIT1-ARHGEF7 complex	Scrib
SCRIB-GIT1-ARHGEF7 complex	Git1
SCRIB-APC complex	Apc
SCRIB-APC complex	Scrib
FACT-NEK9 complex	Ssrp1
FACT-NEK9 complex	Nek9
FACT-NEK9 complex	Supt16h
FACT complex	Ssrp1
FACT complex	Supt16h
FACT complex, UV-activated	Csnk2b
FACT complex, UV-activated	Ssrp1
FACT complex, UV-activated	Supt16h
Class C Vps complex (VPS11, VPS18, STX7)	Stx7
Class C Vps complex (VPS11, VPS18, STX7)	Vps11
Class C Vps complex (VPS11, VPS18, STX7)	Vps18
Class C Vps complex (VPS11, VPS18, VPS16)	Vps16
Class C Vps complex (VPS11, VPS18, VPS16)	Vps11
Class C Vps complex (VPS11, VPS18, VPS16)	Vps18
Class C Vps complex (hVPS11, hVPS18, rVPS33a )	Vps11
Class C Vps complex (hVPS11, hVPS18, rVPS33a )	Vps18
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	Vps16
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	Vps11
Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )	Vps18
CDC7-DBF7 complex	Cdc7
CDC7-DBF7 complex	Dbf4
LLGL2-PAR-6B-PRKCI complex	Prkci
LLGL2-PAR-6B-PRKCI complex	Llgl2
LLGL2-PAR-6B-PRKCI complex	Pard6b
LLGL1-PAR-6B-PRKCI complex	Prkci
LLGL1-PAR-6B-PRKCI complex	Llgl1
LLGL1-PAR-6B-PRKCI complex	Pard6b
BRCA1-RAD50-MRE11-NBS1 complex	Nbn
BRCA1-RAD50-MRE11-NBS1 complex	Brca1
BRCA1-RAD50-MRE11-NBS1 complex	Rad50
EED-EZH2 complex	Eed
EED-EZH2 complex	Rbbp4
EED-EZH2 complex	Suz12
EED-EZH2 complex	Ezh2
EED-EZH2 complex	Aebp2
GAA1-GPI8-PIGT-PIG-PIGS complex	Gpaa1
GAA1-GPI8-PIGT-PIG-PIGS complex	Pigk
GAA1-GPI8-PIGT-PIG-PIGS complex	Pigt
GAA1-GPI8-PIGT-PIG-PIGS complex	Pigs
GAA1-GPI8-PIGT-PIG-PIGS complex	Pigu
KIN17-PCNA-RPA70 complex	Kin
KIN17-PCNA-RPA70 complex	Rpa1
p23 protein complex	Hnrnpa2b1
p23 protein complex	Ptges3
p23 protein complex	Pdcd6
TorsinA-TorsinB complex	Tor1a
TorsinA-TorsinB complex	Tor1b
RC complex (Replication competent complex)	Pola1
RC complex (Replication competent complex)	Ccna2
RC complex (Replication competent complex)	Cdk2
RC complex (Replication competent complex)	Rfc4
RC complex (Replication competent complex)	Rfc2
RC complex (Replication competent complex)	Rfc1
RC complex (Replication competent complex)	Rfc5
RC complex (Replication competent complex)	Rfc3
RC complex (Replication competent complex)	Pola2
RC complex during S-phase of cell cycle	Parp1
RC complex during S-phase of cell cycle	Pola1
RC complex during S-phase of cell cycle	Top1
RC complex during S-phase of cell cycle	Rpa2
RC complex during S-phase of cell cycle	Lig1
RC complex during S-phase of cell cycle	Ccna2
RC complex during S-phase of cell cycle	Cdk2
RC complex during S-phase of cell cycle	Rpa1
RC complex during S-phase of cell cycle	Pold1
RC complex during S-phase of cell cycle	Rpa3
RC complex during S-phase of cell cycle	Rfc2
RC complex during S-phase of cell cycle	Rfc1
RC complex during S-phase of cell cycle	Pole
RC complex during G2/M-phase of cell cycle	Cdk1
RC complex during G2/M-phase of cell cycle	Parp1
RC complex during G2/M-phase of cell cycle	Pola1
RC complex during G2/M-phase of cell cycle	Top1
RC complex during G2/M-phase of cell cycle	Ccnb1
RC complex during G2/M-phase of cell cycle	Rpa2
RC complex during G2/M-phase of cell cycle	Ccna2
RC complex during G2/M-phase of cell cycle	Rpa1
RC complex during G2/M-phase of cell cycle	Pold1
RC complex during G2/M-phase of cell cycle	Rpa3
RC complex during G2/M-phase of cell cycle	Rfc2
RC complex during G2/M-phase of cell cycle	Rfc1
RC complex during G2/M-phase of cell cycle	Pole
CAK core complex (Cdk-activating kinase core complex)	Cdk7
CAK core complex (Cdk-activating kinase core complex)	Ccnh
CAK complex (Cdk-activating kinase complex)	Cdk7
CAK complex (Cdk-activating kinase complex)	Ccnh
CAK complex (Cdk-activating kinase complex)	Mnat1
Calreticulin-Tnfr1-Tradd complex	Tnfrsf1a
Calreticulin-Tnfr1-Tradd complex	Tradd
Calreticulin-Tnfr1-Tradd complex	Calr
HNF4A-SUB1 complex	Hnf4a
HNF4A-SUB1 complex	Sub1
TFIIH transcription factor complex	Gtf2h5
CAK-ERCC2 complex	Ercc2
CAK-ERCC2 complex	Cdk7
CAK-ERCC2 complex	Ccnh
CAK-ERCC2 complex	Mnat1
TFIIH transcription factor core complex	Ercc3
TFIIH transcription factor core complex	Gtf2h1
TFIIH transcription factor core complex	Gtf2h3
TFIIH transcription factor core complex	Gtf2h4
p33ING1b-PCNA complex	Ing1
Alpha-dystrobrevin-ZO-1-actin complex	Actb
Alpha-dystrobrevin-ZO-1-actin complex	Tjp1
Alpha-dystrobrevin-ZO-1-actin complex	Dtna
SRA-SRC-1 ribonucleoprotein complex	Ncoa1
SRA-SRC-1 ribonucleoprotein complex	Sra1
Snurportin-CRM1-RanGTP complex	Xpo1
Snurportin-CRM1-RanGTP complex	Snupn
Snurportin-CRM1-RanGTP complex	Ran
Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	Rbx1
Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	Skp1
Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	Cul1
Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	Fbxw11
ESR1-RELA-BCL3-NCOA3 complex	Esr1
ESR1-RELA-BCL3-NCOA3 complex	Bcl3
ESR1-RELA-BCL3-NCOA3 complex	Rela
ESR1-RELA-BCL3-NCOA3 complex	Ncoa3
ZNF198-PML complex	Pml
ZNF198-PML complex	Zmym2
ZNF198-SUMO1 complex	Sumo1
ZNF198-SUMO1 complex	Zmym2
DIPA-MCRS1 complex	Ccdc85b
DIPA-MCRS1 complex	Mcrs1
SNX complex (SNX1, SNX6)	Snx1
SNX complex (SNX1, SNX6)	Snx6
Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	Snx2
Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	Snx1
Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	Vps26b
Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	Vps35
Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	Vps29
BAR-BCL2-CASP8 complex	Bcl2
BAR-BCL2-CASP8 complex	Casp8
BAR-BCL2-CASP8 complex	Bfar
GRASP-GRP1 complex	Cyth3
GRASP-GRP1 complex	Grasp
IFP35-NMI complex	Ifi35
IFP35-NMI complex	Nmi
CD8A-LCK complex	Cd8a
CD8A-LCK complex	Lck
12S U11 snRNP	Snrpe
12S U11 snRNP	Snrpf
12S U11 snRNP	Snrpg
12S U11 snRNP	Snrpd1
12S U11 snRNP	Snrpd2
12S U11 snRNP	Snrpd3
12S U11 snRNP	Ybx1
12S U11 snRNP	Snrnp35
12S U11 snRNP	Srsf7
12S U11 snRNP	Snrnp48
12S U11 snRNP	Pdcd7
12S U11 snRNP	Toe1
12S U11 snRNP	Snrnp25
12S U11 snRNP	Prkrip1
FIF-FGR2 complex	Fgf2
FIF-FGR2 complex	Api5
SNX complex (SNX1, SNX1a, SNX2, SNX4)	Snx2
SNX complex (SNX1, SNX1a, SNX2, SNX4)	Snx4
SNX complex (SNX1, SNX1a, SNX2, SNX4)	Snx1
PKD2-FPC complex	Pkhd1
PKD2-FPC complex	Pkd2
KIF3A-PKD2-PKHD1 complex	Pkhd1
KIF3A-PKD2-PKHD1 complex	Pkd2
KIF3A-PKD2-PKHD1 complex	Kif3a
P-TEFb.1 complex	Ccnt1
P-TEFb.1 complex	Cdk9
P-TEFb.2 complex	Ccnt2
P-TEFb.2 complex	Cdk9
P-TEFb.4 complex	Ccnk
P-TEFb.4 complex	Cdk9
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Pdxk
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Polb
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Xrcc1
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Lig3
DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Neil2
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Pdxk
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Polb
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Xrcc1
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Lig3
DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	Neil1
BIRC5-AURKB-INCENP-EVI5 complex	Birc5
BIRC5-AURKB-INCENP-EVI5 complex	Evi5
BIRC5-AURKB-INCENP-EVI5 complex	Aurkb
BIRC5-AURKB-INCENP-EVI5 complex	Incenp
VAM1-VELI1 complex	Lin7a
VAM1-VELI1 complex	Mpp6
APLG1-Rababtin5 complex	Ap1g1
APLG1-Rababtin5 complex	Rabep1
SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)	Snx2
SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)	Snx4
SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)	Lepr
SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)	Snx1
PCNA-KU antigen complex	Xrcc6
PCNA-KU antigen complex	Xrcc5
SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)	Snx2
SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)	Snx4
SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)	Insr
SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)	Snx1
Frataxin complex	Hspd1
Frataxin complex	Sdha
Frataxin complex	Hspa9
Frataxin complex	Fxn
Frataxin complex	Lyrm4
Frataxin complex	Afg3l2
SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)	Snx2
SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)	Snx4
SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)	Egfr
SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)	Snx1
SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)	Snx2
SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)	Snx4
SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)	Pdgfra
SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)	Snx1
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3f
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3d
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3h
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3g
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3b
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3e
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3i
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3a
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3m
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3c
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3k
eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Eif3l
DNA polymerase alpha-primase complex	Pola1
DNA polymerase alpha-primase complex	Prim1
DNA polymerase alpha-primase complex	Prim2
DNA polymerase alpha-primase complex	Pola2
SNX complex (SNX1, SNX1a, TFRC)	Tfrc
SNX complex (SNX1, SNX1a, TFRC)	Snx1
transcription factor IIIC multisubunit complex	Gtf3c1
transcription factor IIIC multisubunit complex	Gtf3c2
transcription factor IIIC multisubunit complex	Gtf3c4
transcription factor IIIC multisubunit complex	Gtf3c5
transcription factor IIIC multisubunit complex	Gtf3c3
TFIIIC containing-TOP1-SUB1 complex	Top1
TFIIIC containing-TOP1-SUB1 complex	Sub1
TFIIIC containing-TOP1-SUB1 complex	Gtf3c1
TFIIIC containing-TOP1-SUB1 complex	Gtf3c2
TFIIIC containing-TOP1-SUB1 complex	Gtf3c4
TFIIIC containing-TOP1-SUB1 complex	Gtf3c5
TFIIIC containing-TOP1-SUB1 complex	Gtf3c3
DNA synthesome complex (17 subunits)	Pola1
DNA synthesome complex (17 subunits)	Top1
DNA synthesome complex (17 subunits)	Top2a
DNA synthesome complex (17 subunits)	Rpa1
DNA synthesome complex (17 subunits)	Pold1
DNA synthesome complex (17 subunits)	Rfc1
DNA synthesome complex (17 subunits)	Pold2
DNA synthesome complex (17 subunits)	Prim1
DNA synthesome complex (17 subunits)	Prim2
DNA synthesome complex (17 subunits)	Pole2
DNA synthesome complex (17 subunits)	Pole
DNA synthesome complex (17 subunits)	Pola2
DNA synthesome complex (17 subunits)	Pold3
DNA synthesome complex (17 subunits)	Pold4
DNA synthesome complex (17 subunits)	Pole4
DNA synthesome complex (17 subunits)	Pole3
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3c1
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3c2
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3a
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3c4
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3c5
5S-DNA-TFIIIA-TFIIIC2 subcomplex	Gtf3c3
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Tbp
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3c1
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3c2
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3a
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Brf1
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3c4
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3c5
5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Gtf3c3
CRM1-Survivin-AuroraB mitotic complex	Xpo1
CRM1-Survivin-AuroraB mitotic complex	Birc5
CRM1-Survivin-AuroraB mitotic complex	Aurkb
CRM1-Survivin mitotic complex	Xpo1
CRM1-Survivin mitotic complex	Birc5
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Birc5
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Cdca8
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Aurkb
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	Incenp
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Birc5
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Cdca8
Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	Incenp
WNK1-OSR1 complex	Oxsr1
WNK1-OSR1 complex	Wnk1
WNK1-SPAK complex	Wnk1
WNK1-SPAK complex	Stk39
Hip1R-cortactin complex	Hip1r
Hip1R-cortactin complex	Cttn
RFC2-RIalpha complex	Ppp2r1a
RFC2-RIalpha complex	Rfc2
RFC2-RIalpha complex	Rfc4
ATR-HDAC2 complex	Atr
ATR-HDAC2 complex	Hdac2
ATR-HDAC2-CHD4 complex	Atr
ATR-HDAC2-CHD4 complex	Chd4
ATR-HDAC2-CHD4 complex	Hdac2
SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Cplx1
SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Snap25
SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Vamp2
SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Stx1a
SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Cplx3
SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Snap25
SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Vamp2
SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Stx1a
SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Cplx4
SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Cplx3
SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Cplx1
SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Snap25
SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Vamp2
SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Stx3
