"complex","gene_name"
"ribose ABC transporter","rbsB"
"nitrite reductase - NADH dependent","nirD"
"nitrite reductase - NADH dependent","nirB"
"ferric citrate outer membrane transport complex","fecA"
"ferric citrate outer membrane transport complex","exbD"
"ferric citrate outer membrane transport complex","exbB"
"ferric citrate outer membrane transport complex","tonB"
"methylphosphonate degradation complex","phnL"
"methylphosphonate degradation complex","phnH"
"methylphosphonate degradation complex","phnG"
"methylphosphonate degradation complex","phnI"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglA"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglC"
"D-galactose / methyl-&beta;-D-galactoside ABC transporter","mglB"
"MutHLS complex, methyl-directed mismatch repair","mutL"
"MutHLS complex, methyl-directed mismatch repair","mutS"
"MutHLS complex, methyl-directed mismatch repair","mutH"
"RcsB-BglJ DNA-binding transcriptional activator","bglJ"
"RcsB-BglJ DNA-binding transcriptional activator","rcsB"
"L-glutamine ABC transporter","glnQ"
"L-glutamine ABC transporter","glnP"
"L-glutamine ABC transporter","glnH"
"citrate lyase","citD"
"citrate lyase","citF"
"citrate lyase","citE"
"carbon-phosphorus lyase core complex","phnJ"
"carbon-phosphorus lyase core complex","phnI"
"carbon-phosphorus lyase core complex","phnH"
"carbon-phosphorus lyase core complex","phnG"
"Trg<SUP>glu-Me</SUP>","cheA"
"Trg<SUP>glu-Me</SUP>","cheW"
"Trg<SUP>glu-Me</SUP>","trg"
"RnlA-RnlB toxin-antitoxin complex","rnlB"
"RnlA-RnlB toxin-antitoxin complex","rnlA"
"glucose-specific PTS enzyme II","ptsG"
"glucose-specific PTS enzyme II","crr"
"ATP-dependent structure-specific DNA nuclease","sbcC"
"ATP-dependent structure-specific DNA nuclease","sbcD"
"murein tripeptide ABC transporter","oppB"
"murein tripeptide ABC transporter","oppC"
"murein tripeptide ABC transporter","oppD"
"murein tripeptide ABC transporter","oppF"
"murein tripeptide ABC transporter","mppA"
"carnitine monooxygenase","yeaX"
"carnitine monooxygenase","yeaW"
"Grx4-IbaG complex","ibaG"
"Grx4-IbaG complex","grxD"
"sulfurtransferase complex TusBCD","tusB"
"sulfurtransferase complex TusBCD","tusC"
"sulfurtransferase complex TusBCD","tusD"
"Tar<SUP>glu-Me</SUP>","cheA"
"Tar<SUP>glu-Me</SUP>","cheW"
"Tar<SUP>glu-Me</SUP>","tar"
"Outer Membrane Protein Assembly Complex","bamE"
"Outer Membrane Protein Assembly Complex","bamC"
"Outer Membrane Protein Assembly Complex","bamD"
"Outer Membrane Protein Assembly Complex","bamA"
"Outer Membrane Protein Assembly Complex","bamB"
"menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I","torC"
"menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I","torA"
"multidrug efflux pump MdtABC-TolC","tolC"
"multidrug efflux pump MdtABC-TolC","mdtC"
"multidrug efflux pump MdtABC-TolC","mdtB"
"multidrug efflux pump MdtABC-TolC","mdtA"
"DNA polymerase III, holoenzyme","holE"
"DNA polymerase III, holoenzyme","dnaQ"
"DNA polymerase III, holoenzyme","dnaE"
"DNA polymerase III, holoenzyme","holA"
"DNA polymerase III, holoenzyme","holB"
"DNA polymerase III, holoenzyme","dnaX"
"DNA polymerase III, holoenzyme","dnaN"
"DNA polymerase III, holoenzyme","holD"
"DNA polymerase III, holoenzyme","holC"
"glutamate synthase","gltB"
"glutamate synthase","gltD"
"hydrogenase 2","hybA"
"hydrogenase 2","hybB"
"hydrogenase 2","hybO"
"hydrogenase 2","hybC"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","tsaE"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","tsaD"
"N<sup>6</sup>-L-threonylcarbamoyladenine synthase","tsaB"
"assimilatory sulfite reductase (NADPH)","cysJ"
"assimilatory sulfite reductase (NADPH)","cysI"
"succinyl-CoA synthetase","sucD"
"succinyl-CoA synthetase","sucC"
"aspartate carbamoyltransferase","pyrB"
"aspartate carbamoyltransferase","pyrI"
"RecFOR complex","recF"
"RecFOR complex","recR"
"RecFOR complex","recO"
"ribonucleoside-diphosphate reductase 2","nrdE"
"ribonucleoside-diphosphate reductase 2","nrdF"
"ClpAXP","clpP"
"ClpAXP","clpA"
"ClpAXP","clpX"
"anthranilate synthase","trpE"
"anthranilate synthase","trpD"
"molybdopterin synthase","moaD"
"molybdopterin synthase","moaE"
"thiosulfate/sulfate ABC transporter","cysA"
"thiosulfate/sulfate ABC transporter","cysW"
"thiosulfate/sulfate ABC transporter","cysU"
"thiosulfate/sulfate ABC transporter","cysP"
"acetohydroxybutanoate synthase / acetolactate synthase","ilvG"
"acetohydroxybutanoate synthase / acetolactate synthase","ilvM"
"putative transport complex, ABC superfamily","yphD"
"putative transport complex, ABC superfamily","yphF"
"putative transport complex, ABC superfamily","yphE"
"glutathione ABC transporter","gsiA"
"glutathione ABC transporter","gsiB"
"glutathione ABC transporter","gsiD"
"glutathione ABC transporter","gsiC"
"4-amino-4-deoxychorismate synthase","pabB"
"4-amino-4-deoxychorismate synthase","pabA"
"aliphatic sulfonate ABC transporter","ssuA"
"aliphatic sulfonate ABC transporter","ssuC"
"aliphatic sulfonate ABC transporter","ssuB"
"putative oligopeptide ABC transporter","yejF"
"putative oligopeptide ABC transporter","yejB"
"putative oligopeptide ABC transporter","yejE"
"putative oligopeptide ABC transporter","yejA"
"glycine betaine ABC transporter","proV"
"glycine betaine ABC transporter","proW"
"glycine betaine ABC transporter","proX"
"The Tol-Pal Cell Envelope Complex","pal"
"The Tol-Pal Cell Envelope Complex","tolA"
"The Tol-Pal Cell Envelope Complex","tolB"
"The Tol-Pal Cell Envelope Complex","tolR"
"The Tol-Pal Cell Envelope Complex","tolQ"
"putative xanthine dehydrogenase","xdhA"
"putative xanthine dehydrogenase","xdhB"
"putative xanthine dehydrogenase","xdhC"
"anaerobic fatty acid &beta;-oxidation complex","fadI"
"anaerobic fatty acid &beta;-oxidation complex","fadJ"
"nitrate reductase A","narG"
"nitrate reductase A","narH"
"nitrate reductase A","narI"
"thiamine ABC transporter","thiQ"
"thiamine ABC transporter","thiP"
"thiamine ABC transporter","thiB"
"putative transport complex, ABC superfamily","yadG"
"putative transport complex, ABC superfamily","yadH"
"ferric enterobactin ABC transporter","fepC"
"ferric enterobactin ABC transporter","fepD"
"ferric enterobactin ABC transporter","fepG"
"ferric enterobactin ABC transporter","fepB"
"predicted xanthine dehydrogenase","xdhD"
"predicted xanthine dehydrogenase","ygfM"
"ChpB-ChpS complex","chpB"
"ChpB-ChpS complex","chpS"
"maltose ABC transporter","malK"
"maltose ABC transporter","malF"
"maltose ABC transporter","malG"
"maltose ABC transporter","malE"
"HflK-HflC complex; regulator of FtsH protease","hflK"
"HflK-HflC complex; regulator of FtsH protease","hflC"
"flagellar export apparatus","flhA"
"flagellar export apparatus","flhB"
"flagellar export apparatus","fliO"
"flagellar export apparatus","fliP"
"flagellar export apparatus","fliQ"
"flagellar export apparatus","fliR"
"flagellar export apparatus","fliH"
"flagellar export apparatus","fliI"
"flagellar export apparatus","fliJ"
"2-oxoglutarate dehydrogenase complex","sucA"
"2-oxoglutarate dehydrogenase complex","sucB"
"2-oxoglutarate dehydrogenase complex","lpd"
"HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor","higA"
"HigB-HigA toxin/antitoxin complex and DNA-binding transcriptional repressor","higB"
"CcmAB","ccmB"
"CcmAB","ccmA"
"HipAB toxin/antitoxin complex / DNA-binding transcriptional repressor","hipB"
"HipAB toxin/antitoxin complex / DNA-binding transcriptional repressor","hipA"
"mannitol-specific PTS enzyme II CmtBA","cmtB"
"mannitol-specific PTS enzyme II CmtBA","cmtA"
"thiazole synthase","thiG"
"thiazole synthase","thiH"
"mannose-specific PTS enzyme II","manZ"
"mannose-specific PTS enzyme II","manY"
"mannose-specific PTS enzyme II","manX"
"putative menaquinol-cytochrome <i>c</i> reductase NrfCD","nrfD"
"putative menaquinol-cytochrome <i>c</i> reductase NrfCD","nrfC"
"DNA polymerase III, preinitiation complex","dnaX"
"DNA polymerase III, preinitiation complex","holB"
"DNA polymerase III, preinitiation complex","holA"
"SecYEG translocon","secE"
"SecYEG translocon","secG"
"SecYEG translocon","secY"
"multidrug efflux pump AcrAB-TolC","tolC"
"multidrug efflux pump AcrAB-TolC","acrA"
"multidrug efflux pump AcrAB-TolC","acrB"
"fimbrial complex","fimA"
"fimbrial complex","fimF"
"fimbrial complex","fimG"
"fimbrial complex","fimH"
"formate dehydrogenase O","fdoG"
"formate dehydrogenase O","fdoH"
"formate dehydrogenase O","fdoI"
"sulfate adenylyltransferase","cysD"
"sulfate adenylyltransferase","cysN"
"ClpAP","clpP"
"ClpAP","clpA"
"ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH","napG"
"ubiquinol&mdash;[NapC cytochrome <i>c</i>] reductase NapGH","napH"
"formate dehydrogenase N, subcomplex","fdnI"
"formate dehydrogenase N, subcomplex","fdnH"
"formate dehydrogenase N, subcomplex","fdnG"
"L-valine exporter","ygaZ"
"L-valine exporter","ygaH"
"DNA-binding transcriptional dual regulator IHF","ihfA"
"DNA-binding transcriptional dual regulator IHF","ihfB"
"taurine ABC transporter","tauA"
"taurine ABC transporter","tauC"
"taurine ABC transporter","tauB"
"acetoacetyl-CoA transferase","atoA"
"acetoacetyl-CoA transferase","atoD"
"putative transport complex, ABC superfamily","ynjC"
"putative transport complex, ABC superfamily","ynjD"
"putative transport complex, ABC superfamily","ynjB"
"divisome protein complex FtsEX","ftsE"
"divisome protein complex FtsEX","ftsX"
"anaerobic nucleoside-triphosphate reductase activating system","nrdD"
"anaerobic nucleoside-triphosphate reductase activating system","nrdG"
"putrescine ABC transporter","potG"
"putrescine ABC transporter","potH"
"putrescine ABC transporter","potI"
"putrescine ABC transporter","potF"
"cobalamin outer membrane transport complex","btuB"
"cobalamin outer membrane transport complex","exbD"
"cobalamin outer membrane transport complex","exbB"
"cobalamin outer membrane transport complex","tonB"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","mnmE"
"5-carboxymethylaminomethyluridine-tRNA synthase [multifunctional]","mnmG"
"ubiquinone biosynthesis complex UbiUV","ubiV"
"ubiquinone biosynthesis complex UbiUV","ubiU"
"lysine / arginine / ornithine ABC transporter","hisQ"
"lysine / arginine / ornithine ABC transporter","hisP"
"lysine / arginine / ornithine ABC transporter","hisM"
"lysine / arginine / ornithine ABC transporter","argT"
"L-methionine/D-methionine ABC transporter","metN"
"L-methionine/D-methionine ABC transporter","metI"
"L-methionine/D-methionine ABC transporter","metQ"
"histidine ABC transporter","hisP"
"histidine ABC transporter","hisM"
"histidine ABC transporter","hisQ"
"histidine ABC transporter","hisJ"
"L(+)-tartrate dehydratase","ttdA"
"L(+)-tartrate dehydratase","ttdB"
"exodeoxyribonuclease VII","xseA"
"exodeoxyribonuclease VII","xseB"
"sorbitol-specific PTS enzyme II","srlA"
"sorbitol-specific PTS enzyme II","srlB"
"sorbitol-specific PTS enzyme II","srlE"
"Xer site-specific recombination system","xerC"
"Xer site-specific recombination system","xerD"
"<i>p</i>-aminobenzoyl-glutamate hydrolase","abgB"
"<i>p</i>-aminobenzoyl-glutamate hydrolase","abgA"
"DosC-DosP complex","dosP"
"DosC-DosP complex","dosC"
"FlhDC DNA-binding transcriptional dual regulator","flhD"
"FlhDC DNA-binding transcriptional dual regulator","flhC"
"glycine&mdash;tRNA ligase","glyS"
"glycine&mdash;tRNA ligase","glyQ"
"YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor","yoeB"
"YefM-YoeB antitoxin/toxin complex / DNA-binding transcriptional repressor","yefM"
"S6:S18 ribosomal subunit complex","rpsR"
"S6:S18 ribosomal subunit complex","rpsF"
"imidazole glycerol phosphate synthase","hisH"
"imidazole glycerol phosphate synthase","hisF"
"glycine cleavage system","lpd"
"glycine cleavage system","gcvP"
"glycine cleavage system","gcvH"
"glycine cleavage system","gcvT"
"Sec translocon accessory complex","secD"
"Sec translocon accessory complex","secF"
"Sec translocon accessory complex","yajC"
"NAD-dependent dihydropyrimidine dehydrogenase","preT"
"NAD-dependent dihydropyrimidine dehydrogenase","preA"
"Type II secretion system","gspC"
"Type II secretion system","gspD"
"Type II secretion system","gspE"
"Type II secretion system","gspF"
"Type II secretion system","gspG"
"Type II secretion system","gspH"
"Type II secretion system","gspI"
"Type II secretion system","gspJ"
"Type II secretion system","gspK"
"Type II secretion system","gspL"
"Type II secretion system","gspM"
"Type II secretion system","gspO"
"fumarate reductase","frdA"
"fumarate reductase","frdB"
"fumarate reductase","frdC"
"fumarate reductase","frdD"
"CRISPR-associated complex for antiviral defense","casA"
"CRISPR-associated complex for antiviral defense","casB"
"CRISPR-associated complex for antiviral defense","casC"
"CRISPR-associated complex for antiviral defense","casD"
"CRISPR-associated complex for antiviral defense","casE"
"aerobic fatty acid oxidation complex","fadB"
"aerobic fatty acid oxidation complex","fadA"
"RNA polymerase, core enzyme","rpoA"
"RNA polymerase, core enzyme","rpoC"
"RNA polymerase, core enzyme","rpoB"
"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase","arnE"
"undecaprenyl-phosphate-&alpha;-L-Ara4N flippase","arnF"
"dimethyl sulfoxide reductase","dmsA"
"dimethyl sulfoxide reductase","dmsB"
"dimethyl sulfoxide reductase","dmsC"
